source_url,target_url,source_title,target_title,reason,batch,score,title_token_coverage
https://bitcoininfonews.com/bitcoin-bottom-analyst-warns-slide-40000/,https://bitcoininfonews.com/bitcoin-bottom-not-in-analyst-warns-40000-zone/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.762,0.833
https://bitcoininfonews.com/bitcoin-breaks-71000-btc-posts-162-daily-gain/,https://bitcoininfonews.com/bitcoin-breaks-71000-btc-daily-gain/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.775,0.750
https://bitcoininfonews.com/bitcoin-falls-below-69000-down-on-the-day/,https://bitcoininfonews.com/bitcoin-falls-below-69000-down-1-27-percent/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.740,0.833
https://bitcoininfonews.com/crypto-market-drops-for-second-day-btc-falls-below-71000-layer-2-tokens-plunge-6/,https://bitcoininfonews.com/crypto-market-drops-second-day-btc-below-71000-layer-2-decline/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.721,0.929
https://bitcoininfonews.com/gate-integrates-polymarket-1000-gt-incentive-program/,https://bitcoininfonews.com/gate-polymarket-integration-1000-gt-incentive-program/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.810,0.857
https://bitcoininfonews.com/sp500-perpetual-contract-launches-on-hyperliquid-in-first-official-license/,https://bitcoininfonews.com/sp500-perpetual-contract-hyperliquid-official-license/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.767,0.875
https://bitcoininfonews.com/the-wash-trading-bust-why-feds-are-calling-out-cryptos-fake-liquidity/,https://bitcoininfonews.com/wash-trading-bust-feds-calling-out-crypto-fake-liquidity/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.720,0.889
https://bitcoininfonews.com/traders-280-btc-long-40x-leverage-partially-liquidated/,https://bitcoininfonews.com/trader-280-btc-40x-leverage-partially-liquidated/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.763,0.875
https://bitcoininfonews.com/xrp-derivatives-market-shrinks-78-percent/,https://bitcoininfonews.com/xrp-derivatives-market-shrinks-by-78-from-octobers-peak/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.754,0.833
https://bitcoininfonews.com/xrp-etf-sec-review-8-billion-inflows/,https://bitcoininfonews.com/xrp-etf-decision-sec-8-billion-inflows/,,,Final manual review confirmed same article intent; safe 301.,batch_1_internal_link_cleanup_and_404_mapping,0.810,0.714
