source_url,source_status,source_canonical,base_url,base_status,base_redirect_target,decision,batch,reason
https://bitcoininfonews.com/prediction-markets-bitcoin-below-60000-june-2/,200,https://bitcoininfonews.com/prediction-markets-bitcoin-below-60000-june-2/,https://bitcoininfonews.com/prediction-markets-bitcoin-below-60000-june/,301,https://bitcoininfonews.com/prediction-markets-bitcoin-below-60000-june-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/vitalik-proposes-defi-design-to-reduce-liquidations-2/,200,https://bitcoininfonews.com/vitalik-proposes-defi-design-to-reduce-liquidations-2/,https://bitcoininfonews.com/vitalik-proposes-defi-design-to-reduce-liquidations/,301,https://bitcoininfonews.com/vitalik-proposes-defi-design-to-reduce-liquidations-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/strive-seeks-4-2-billion-atm-expansion-to-fund-more-bitcoin-purchases-2/,200,https://bitcoininfonews.com/strive-seeks-4-2-billion-atm-expansion-to-fund-more-bitcoin-purchases-2/,https://bitcoininfonews.com/strive-seeks-4-2-billion-atm-expansion-to-fund-more-bitcoin-purchases/,301,https://bitcoininfonews.com/strive-seeks-4-2-billion-atm-expansion-to-fund-more-bitcoin-purchases-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/robinhood-expands-into-canada-global-crypto-fintech-footprint-2/,200,https://bitcoininfonews.com/robinhood-expands-into-canada-global-crypto-fintech-footprint-2/,https://bitcoininfonews.com/robinhood-expands-into-canada-global-crypto-fintech-footprint/,301,https://bitcoininfonews.com/robinhood-expands-into-canada-global-crypto-fintech-footprint-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/sui-mainnet-halts-upgrade-bug-48-hours-2/,200,https://bitcoininfonews.com/sui-mainnet-halts-upgrade-bug-48-hours-2/,https://bitcoininfonews.com/sui-mainnet-halts-upgrade-bug-48-hours/,301,https://bitcoininfonews.com/sui-mainnet-halts-upgrade-bug-48-hours-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/cyble-malware-campaign-targeting-180-banking-financial-crypto-apps-2/,200,https://bitcoininfonews.com/cyble-malware-campaign-targeting-180-banking-financial-crypto-apps-2/,https://bitcoininfonews.com/cyble-malware-campaign-targeting-180-banking-financial-crypto-apps/,301,https://bitcoininfonews.com/cyble-malware-campaign-targeting-180-banking-financial-crypto-apps-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/hong-kong-authorities-warn-fake-hsbc-crypto-tokens-ahead-official-launch-2/,200,https://bitcoininfonews.com/hong-kong-authorities-warn-fake-hsbc-crypto-tokens-ahead-official-launch-2/,https://bitcoininfonews.com/hong-kong-authorities-warn-fake-hsbc-crypto-tokens-ahead-official-launch/,301,https://bitcoininfonews.com/hong-kong-authorities-warn-fake-hsbc-crypto-tokens-ahead-official-launch-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/vercel-breach-defi-frontends-2m-ransom-claim-2/,200,https://bitcoininfonews.com/vercel-breach-defi-frontends-2m-ransom-claim-2/,https://bitcoininfonews.com/vercel-breach-defi-frontends-2m-ransom-claim/,301,https://bitcoininfonews.com/vercel-breach-defi-frontends-2m-ransom-claim-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/warsh-crypto-holdings-fed-disclosure-2/,200,https://bitcoininfonews.com/warsh-crypto-holdings-fed-disclosure-2/,https://bitcoininfonews.com/warsh-crypto-holdings-fed-disclosure/,301,https://bitcoininfonews.com/warsh-crypto-holdings-fed-disclosure-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/fednow-proposal-major-boost-ripple-xrp-2/,200,https://bitcoininfonews.com/fednow-proposal-major-boost-ripple-xrp-2/,https://bitcoininfonews.com/fednow-proposal-major-boost-ripple-xrp/,301,https://bitcoininfonews.com/fednow-proposal-major-boost-ripple-xrp-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/xrp-commodity-status-etf-momentum-price-target-5-5/,200,https://bitcoininfonews.com/xrp-commodity-status-etf-momentum-price-target-5-5/,https://bitcoininfonews.com/xrp-commodity-status-etf-momentum-price-target-5/,301,https://bitcoininfonews.com/xrp-commodity-status-etf-momentum-price-target-5-5/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/final-call-for-100x-potential-secure-blockdag-before-the-march-5-debut-while-myx-uni-markets-shift-2/,200,https://bitcoininfonews.com/final-call-for-100x-potential-secure-blockdag-before-the-march-5-debut-while-myx-uni-markets-shift-2/,https://bitcoininfonews.com/final-call-for-100x-potential-secure-blockdag-before-the-march-5-debut-while-myx-uni-markets-shift/,301,https://bitcoininfonews.com/final-call-for-100x-potential-secure-blockdag-before-the-march-5-debut-while-myx-uni-markets-shift-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/crypto-faces-doj-scrutiny-as-daren-li-gets-20-year-term-2/,200,https://bitcoininfonews.com/crypto-faces-doj-scrutiny-as-daren-li-gets-20-year-term-2/,https://bitcoininfonews.com/crypto-faces-doj-scrutiny-as-daren-li-gets-20-year-term/,301,https://bitcoininfonews.com/crypto-faces-doj-scrutiny-as-daren-li-gets-20-year-term-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/zkp-cryptos-stage-2-explosion-heres-everything-you-need-to-know-about-the-7000x-gem-leaving-bnb-hype-in-the-dust-2/,200,https://bitcoininfonews.com/zkp-cryptos-stage-2-explosion-heres-everything-you-need-to-know-about-the-7000x-gem-leaving-bnb-hype-in-the-dust-2/,https://bitcoininfonews.com/zkp-cryptos-stage-2-explosion-heres-everything-you-need-to-know-about-the-7000x-gem-leaving-bnb-hype-in-the-dust/,301,https://bitcoininfonews.com/zkp-cryptos-stage-2-explosion-heres-everything-you-need-to-know-about-the-7000x-gem-leaving-bnb-hype-in-the-dust-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/dogecoin-tron-market-momentum-vs-blockdag-deployment-event-surge-2/,200,https://bitcoininfonews.com/dogecoin-tron-market-momentum-vs-blockdag-deployment-event-surge-2/,https://bitcoininfonews.com/dogecoin-tron-market-momentum-vs-blockdag-deployment-event-surge/,301,https://bitcoininfonews.com/dogecoin-tron-market-momentum-vs-blockdag-deployment-event-surge-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/from-xrp-market-signal-to-dogecoin-price-rally-blockdags-3m-miners-target-1-2/,200,https://bitcoininfonews.com/from-xrp-market-signal-to-dogecoin-price-rally-blockdags-3m-miners-target-1-2/,https://bitcoininfonews.com/from-xrp-market-signal-to-dogecoin-price-rally-blockdags-3m-miners-target-1/,301,https://bitcoininfonews.com/from-xrp-market-signal-to-dogecoin-price-rally-blockdags-3m-miners-target-1-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/xmr-update-eth-forecast-in-focus-is-blockdag-among-top-cryptos-2/,200,https://bitcoininfonews.com/xmr-update-eth-forecast-in-focus-is-blockdag-among-top-cryptos-2/,https://bitcoininfonews.com/xmr-update-eth-forecast-in-focus-is-blockdag-among-top-cryptos/,301,https://bitcoininfonews.com/xmr-update-eth-forecast-in-focus-is-blockdag-among-top-cryptos-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/aave-at-308-doge-at-0-25-blockdag-nears-410m-with-x10-reviews-2/,200,https://bitcoininfonews.com/aave-at-308-doge-at-0-25-blockdag-nears-410m-with-x10-reviews-2/,https://bitcoininfonews.com/aave-at-308-doge-at-0-25-blockdag-nears-410m-with-x10-reviews/,301,https://bitcoininfonews.com/aave-at-308-doge-at-0-25-blockdag-nears-410m-with-x10-reviews-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/blockdag-raises-almost-405m-as-pengu-signals-breakout-ton-nears-3/,200,https://bitcoininfonews.com/blockdag-raises-almost-405m-as-pengu-signals-breakout-ton-nears-3/,https://bitcoininfonews.com/blockdag-raises-almost-405m-as-pengu-signals-breakout-ton-nears/,301,https://bitcoininfonews.com/blockdag-raises-almost-405m-as-pengu-signals-breakout-ton-nears-3/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/whales-buy-9m-link-pepe-steady-while-cold-wallet-eyes-2/,200,https://bitcoininfonews.com/whales-buy-9m-link-pepe-steady-while-cold-wallet-eyes-2/,https://bitcoininfonews.com/whales-buy-9m-link-pepe-steady-while-cold-wallet-eyes/,301,https://bitcoininfonews.com/whales-buy-9m-link-pepe-steady-while-cold-wallet-eyes-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
https://bitcoininfonews.com/hong-kong-digital-asset-policy-2/,200,https://bitcoininfonews.com/hong-kong-digital-asset-policy-2/,https://bitcoininfonews.com/hong-kong-digital-asset-policy/,301,https://bitcoininfonews.com/hong-kong-digital-asset-policy-2/,keep_source_redirect_ok,live_suffix_winner_review_2026_06_08,base unsuffixed URL already 301s to suffixed self-canonical winner
